Purchase_ID,Purchase Date,Material Name,Category,Grade/Spec,Supplier,Unit,Quantity,Wholesale Rate,Discount,GST,Total Amount,Payment Mode,Invoice No,Remarks
PMT2063,03-07-2025,Prince SWR PVC Pipes Type B 110mm,Plumbing,Standard,Finolex Pipes Distributor,METER,252,"2,600.63",2%,5%,674364.16,,INV-2024-4971,duplicate entry?
PMT1052,2024-05-08,Finolex UPVC Pipes Schedule 80 50mm,Plumbing,Standard,Finolex Pipes Distributor,meter,3273.03,6915.41,20,18%,21366821.11,,INV-2025-2946,Approved by site engineer
PMT1709,NIL,  Kajaria Double Charged Vitrified Tiles 600x600mm  ,Tiles,GVT,Orientbell Depot,box,3002,276.22,?,5%,827139.41,,INV-2024-8897,
PMT2017,02-02-2023,POLYCAB FR ELECTRICAL WIRES 2.5 SQ MM,Electrical,Standard,Havells Electric Store,NA,2318,1291.72,20,18,NA,Cash,INV-2024-4728,
PMT2129,29-11-2025,dalmia cement ppc grade,Cement,OPC 53,Ambuja Direct Depot,bag,4033.24,3166.38,0%,18,NA,UPI,INV-2023-7528,Return pending
PMT1945,01-14-2023,Berger WeatherCoat Anti-Algal Exterior Paint,Paint,Standard,Nerolac Colour Shop,liter,3722.13,Rs. 2680.64,12.5,12,9778136.75,N.A.,INV-2023-5976,Urgent site delivery
PMT1575,10 Dec 2025,  Polycab FR Electrical Wires 4.0 sq mm  ,Electrical,Standard,Polycab Distributor,meter,3190,Rs. 4144.24,20%,12%,NIL,RTGS,INV-2023-5144,Return pending
PMT1141,02 Nov 2025,UltraTech Cement OPC 53 Grade,Cement,OPC 43,Regional Cement Traders,bag,3606.41,5245.67,0%,5,19863938.58,CHEQUE,INV-2023-2617,
PMT1913,02-16-2025,Precision Heavy-Duty PVC Conduit Pipes 20mm,Electrical,Standard,Havells Electric Store,meter,1338,2678.48,10%,5,3386696.9,Cheque,INV-2023-9135,duplicate entry?
PMT1422,16/03/2025,ACC Cement OPC 43 Grade,Cement,,Regional Cement Traders,bag,1638.8,6544.96,20%,28,10983301.58,,INV-2024-5444,duplicate entry?
PMT2189,NIL,PVC SLAB COVER BLOCKS 20MM,Masonry,N/A,Bharat Bricks & Blocks,piece,-,N/A,12.5,5,7994315.83,Cash,INV-2024-4366,late delivery
PMT1770,27 Jan 2023,Plastering Sand (P-Sand) 2.36mm,Aggregate,,Krishna Sand & Aggregates,ton,862.84,Rs. 7959.43,5,5%,null,,INV-2024-5847,duplicate entry?
PMT1584,28 Jan 2024,Tata Tiscon TMT Bars Fe 500D 8mm,Steel,Fe 500,Kumar Steel Traders,kg,,"8,344.60",2%,5%,21601722.35,RTGS,INV-2023-1708,
PMT2101,17-10-2024,AIS Toughened Window Glass 8mm,Glass,Standard,ais glass traders,sqft,3061.41,"6,203.74",2%,12,20845829.58,Cheque,INV-2024-7256,
PMT2043,2025-06-04,Greenply BWR Commercial Plywood 12mm,Wood,N/A,Greenlam Doors Store,sheet,3519,1318.13,20%,5%,3896339.55,CHEQUE,INV-2023-1952,Site B allocation
PMT1694,2023-12-02,Berger WeatherCoat Anti-Algal Exterior Paint,Paint,,Berger Paints Store,liter,349.52,242.32,10,28%,97569.43,N.A.,INV-2024-2348,Return pending
PMT1687,04 Jul 2023,CenturyDoors Solid Core Flush Doors 35mm,Wood,,CenturyPly Distributor,piece,4109.4,8815.67,12.5%,5,33283661.26,,INV-2023-1588,Site B allocation
PMT1364,04/10/2024,Asian Paints Apex WeatherCoat Exterior Paint,Paint,N/A,Asian Paints Dealer,liter,2306.71,Rs. 234.47,12.5,5,null,N.A.,INV-2024-9827,Site B allocation
PMT2387,22/05/2023,Greenply BWR Commercial Plywood 12mm,Wood,Standard,Greenply Depot,sheet,3784.09,5069.17,0%,12%,21484058.97,cash,INV-2024-9360,Approved by site engineer
PMT2351,26/10/2023,concrete column cover blocks 40mm,Masonry,Standard,Siporex Depot,piece,NA,5740.18,2%,28,24901282.17,Cheque,INV-2025-6287,
PMT1266,20/08/2023,JSW Neosteel TMT Bars Fe 550D 20MM,Steel,,Tata Steel Authorised Dealer,kg,1327,9112.39,20,5,INR 10157398.89,Cheque,,
PMT1617,05.09.2025,Finolex PVC Conduit Pipes 25mm,Electrical,N/A,?,meter,496 meter,"1,874.76",2,28%,1166442.68,NEFT,INV-2024-3331,
PMT1823,03-11-2023,Greenlam Interior Flush Doors 30mm IS:2202,Wood,N/A,Greenply Depot,piece,1876,3583.72,12.5%,5,6176810.2,N.A.,INV-2025-7872,
PMT1372,10 Apr 2025,Saint-Gobain Clear Float Glass 6mm,Glass,,AIS Glass Traders,sqft,1400.13,7669.29,7.5,-,11720530.28,CHEQUE,INV-2023-2970,Bulk order discount applied
PMT1021,25/06/2025,  Ashirvad UPVC Drainage Pipes Schedule 40 110mm  ,Plumbing,N/A,Finolex Pipes Distributor,meter,4800,2290.12,N/A,18,10376991.74,,INV-2025-4241,Damaged packaging noted
PMT1820,2024-10-18,centurydoors solid core flush doors 35mm,Wood,,Greenply Depot,N/A,3821.0,2143.82,20,12,7339616.45,NEFT,INV-2023-3900,
PMT2056,25/07/2023,TATA TISCON TMT BARS FE 500D 8MM,Steel,,Tata Steel Authorised Dealer,kg,4351.09,6610.84,0%,18,33941944.58,,INV-2025-6901,late delivery
PMT1755,01/03/2023,Coarse Aggregate 10mm Blue Metal,Aggregate,,Krishna Sand & Aggregates,ton,1324.64,Rs. 1067.93,2,18%,1635869.8,Cash,INV-2025-2324,Urgent site delivery
PMT1659,06-11-2023,Concrete Column Cover Blocks 40mm,Masonry,Standard,bharat bricks & blocks,piece,4966.66,Rs. 5899.88,15,5,26152657.97,Cash,INV-2023-8763,
PMT1240,27-11-2025,HAVELLS FR ELECTRICAL WIRES 1.5 SQ MM,Electrical,N/A,Polycab Distributor,meter,650.04,8271.21,0,12,INR 6021811.43,Cheque,INV-2024-2048,Damaged packaging noted
PMT2013,2025.07.23,kajaria double charged vitrified tiles 600x600mm,Tiles,Vitrified,kajaria tile gallery,box,2936.71,6134.73,0,5%,18916719.09,,INV-2023-5062,Site B allocation
PMT1403,2024-07-22,Tata Wiron Annealed Binding Wire 18 Gauge,Steel,Fe 500,SRMB Steel Point,KG,803.3,4536.5,N/A,12%,3999841.49,,INV-2023-9677,Bulk order discount applied
PMT1122,27 Oct 2023,Birla White WallCare Putty 1.5mm,Finishing,,JK Wall Solutions,bag,1173.92,Rs. 8376.52,15,18,9862864.45,,INV-2025-2275,Damaged packaging noted
PMT2193,2023-11-02,Somany GVT Vitrified Floor Tiles 800x800MM,Tiles,GVT,Somany World Showroom,box,361.86,N/A,2%,5%,265708.05,N.A.,INV-2024-2697,Bulk order discount applied
PMT1491,03-20-2024,Havells FR Electrical Wires 1.0 sq mm,Electrical,,Havells Electric Store,meter,2885.36,6965.66,5%,12,21384736.69,,INV-2025-4329,Return pending
PMT2367,-,Polycab FR Electrical Wires 2.5 sq MM,,Standard,Polycab Distributor,meter,1096.63,"6,111.65",7.5%,5%,6509529.95,NEFT,INV-2023-7817,Site B allocation
PMT1929,28 Oct 2023,concrete column cover blocks 40mm,Masonry,Standard,Siporex Depot,piece,1213.86,5741.26,2,18%,8059050.89,Bank Transfer,INV-2024-1953,
PMT2116,,Tata Tiscon TMT Bars Fe 500D 12mm,Steel,Fe 500,Kumar Steel Traders,kg,2480,"2,020.16",12.5%,12,4909796.86,RTGS,,Site B allocation
PMT2011,06-09-2025,dalmia cement ppc grade,Cement,OPC 43,UltraTech Dealer Hub,N/A,3323,644.27,0%,5%,2247954.67,CHEQUE,INV-2025-5971,Bulk order discount applied
PMT1757,24 Jun 2025,FINOLEX PVC CONDUIT PIPES 25MM,Electrical,Standard,Havells Electric Store,meter,3019.52 meter,9024.05,7.5%,12,28229238.24,CHEQUE,INV-2023-2637,Return pending
PMT1241,31 Jul 2025,Kajaria Double Charged Vitrified Tiles 600x600mm,Tiles,Vitrified,Somany World Showroom,box,1737.18,Rs. 3951.78,10,5%,6487380.76,RTGS,INV-2025-9810,Damaged packaging noted
PMT1225,02-07-2025,Tata Wiron Annealed Binding Wire 18 Gauge,Steel,,JSW Steel Distributor,null,3911.21,9131.17,0,18,42142429.63,,INV-2025-5609,late delivery
PMT1139,21-11-2023,Tata Wiron Annealed Binding Wire 18 Gauge,Steel,Fe 500D,Tata Steel Authorised Dealer,kg,997.62,Rs. 3093.01,?,28,3870637.65,CHEQUE,INV-2023-6544,
PMT1676,27 Feb 2023,Tata Wiron Annealed Binding Wire 18 Gauge,Steel,Fe 550D,Tata Steel Authorised Dealer,kg,1678.62,Rs. 6919.38,0%,5,12195760.14,N.A.,INV-2023-8012,Site B allocation
PMT2187,23-04-2024,pvc slab cover blocks 20mm,Masonry,N/A,Siporex Depot,PIECE,2153.59,4528.01,5,12,null,,INV-2023-8922,
PMT2079,2024-10-17,Nerolac Beauty Acrylic Interior Paint,Paint,Standard,Asian Paints Dealer,liter,4708.23,Rs. 682.01,5%,5%,3203032.29,Bank Transfer,INV-2025-9162,
PMT2236,19-03-2024,jk lakshmi cement opc 43 grade,Cement,,UltraTech Dealer Hub,bag,3637,"6,500.39",15%,28,25722407.25,NEFT,INV-2024-2751,duplicate entry?
PMT1229,01-10-2025,  Finolex PVC Conduit Pipes 25mm  ,Electrical,Standard,havells electric store,meter,2664.39,9407.66,2%,5,25792579.81,,INV-2025-6477,Urgent site delivery
PMT1234,20.06.2024,ambuja cement opc 53 grade,Cement,,Balaji Building Supplies,bag,1695,5012.9,0%,12,9516489.36,,INV-2024-5006,late delivery
PMT1998,30-11-2023,  Biltech AAC Blocks 200mm  ,Masonry,Standard,Bharat Bricks & Blocks,?,1949.98,8173.02,5%,18,17865629.83,Cash,INV-2024-1831,late delivery
PMT1081,2024-03-12,  JSW Neosteel TMT Bars Fe 550D 20mm  ,Steel,Fe 500D,SRMB Steel Point,kg,506.82,"1,341.29",20,5,571025.78,N.A.,INV-2023-7418,Damaged packaging noted
PMT1996,04-13-2025,Manufactured Sand (M-Sand) 4.75mm,Aggregate,Standard,Krishna Sand & Aggregates,ton,2687.85,6115.91,0%,28,21041470.33,RTGS,INV-2025-3461,Urgent site delivery
PMT2192,03 May 2024,  ACC Cement OPC 43 Grade  ,Cement,PPC,Balaji Building Supplies,bag,1441.0,9113.53,0,18,15496464.14,,INV-2023-7477,
PMT1846,2025-10-13,Tata Tiscon TMT Bars Fe 500D 16mm,Steel,Fe 550D,SRMB Steel Point,kg,NA,8519.63,12.5,5%,17724778.72,Cash,INV-2024-2675,duplicate entry?
PMT2338,23 Mar 2023,ASTRAL CPVC PIPES SDR 11 25MM,Plumbing,N/A,Astral Plumbing Store,meter,2127.72,7959.99,2,12%,INR 18589645.0,,INV-2023-1930,Approved by site engineer
PMT2280,10-07-2023,  Plastering Sand (P-Sand) 2.36mm  ,Aggregate,N/A,GreenBuild Materials,ton,1620.39,"1,445.99",12.5%,12%,2296206.38,,INV-2025-2315,Urgent site delivery
PMT1965,2025-12-16,ACC Cement OPC 43 Grade,Cement,OPC 43,Regional Cement Traders,bag,2563 bag,2035.94,0,12%,5844287.93,CHEQUE,INV-2025-9291,Return pending
PMT2272,03-08-2023,Asian Paints Apex WeatherCoat Exterior Paint,Paint,Standard,Nerolac Colour Shop,LITER,41,4262.1,0%,5,183483.4,cash,INV-2023-1398,Approved by site engineer
PMT1831,2024-09-26,Tata Tiscon TMT Bars Fe 500D 10mm,Steel,Fe 500,JSW Steel Distributor,kg,655.78,6209.99,12.5%,28,4561073.71,RTGS,INV-2023-6008,Return pending
PMT1883,27-07-2025,  PVC Slab Cover Blocks 20mm  ,Masonry,,AAC Block Traders,PIECE,4767,4877.48,0,N/A,27436117.65,,INV-2025-7950,Approved by site engineer
PMT1152,20 May 2024,PVC Slab Cover Blocks 20mm,Masonry,,AAC Block Traders,piece,1973.78,Rs. 380.29,2,5,INR 772376.45,RTGS,INV-2024-7521,
PMT1832,12-04-2023,Havells FR Electrical Wires 1.5 sq mm,Electrical,Standard,Polycab Distributor,NA,3764.65,5832.94,15,12%,20904946.65,Cash,INV-2025-1816,late delivery
PMT1228,22-03-2025,Manufactured Sand (M-Sand) 4.75mm,Aggregate,,Krishna Sand & Aggregates,ton,3695.38,1223.68,5%,18,null,,INV-2023-6292,Return pending
PMT1434,27-03-2023,Siporex AAC Blocks 100MM,Masonry,,Bharat Bricks & Blocks,piece,3998.36,"9,414.89",0%,12,42161413.93,UPI,INV-2025-7096,late delivery
PMT1475,?,CenturyPly Marine Plywood IS:710 19mm,Wood,,CenturyPly Distributor,sheet,3128.82,5723.06,15,12%,17046916.21,UPI,INV-2024-3805,Urgent site delivery
PMT1623,11 Feb 2025,Supreme CPVC Pipes SDR 13.5 20mm,Plumbing,Standard,Ashirvad Sales Corp,meter,1457.55,"2,221.90",0,28%,4145318.84,,INV-2024-3003,duplicate entry?
PMT1175,03/04/2025,  Manufactured Sand (M-Sand) 4.75mm  ,Aggregate,,GreenBuild Materials,ton,3966.54,3952.74,20%,null,INR 16054990.15,Bank Transfer,INV-2025-5648,Bulk order discount applied
PMT2130,2025-06-07,greenply bwr commercial plywood 12mm,Wood,,Greenply Depot,sheet,1236.31 sheet,3488.45,12.5,12%,4226549.51,Cheque,INV-2024-4242,Site B allocation
PMT1430,07-11-2024,PVC Slab Cover Blocks 20mm,Masonry,N/A,Bharat Bricks & Blocks,piece,2347.99,4400.91,0,5,10849957.3,CHEQUE,INV-2025-7471,Approved by site engineer
PMT1124,2024-06-12,TATA TISCON TMT BARS FE 500D 16MM,Steel,Fe 500D,Tata Steel Authorised Dealer,kg,4107.41,"2,095.67",0,12,9640709.02,NEFT,INV-2024-7315,Damaged packaging noted
PMT2329,02-09-2024,  Legrand MCB B-Curve 16A  ,Electrical,Standard,Havells Electric Store,piece,2479.53,Rs. 8301.95,15,5,18372053.67,CHEQUE,INV-2024-6781,Return pending
PMT1482,2025-03-27,JK WallMaxX Wall Putty,Finishing,,JK Wall Solutions,bag,154.34,"6,518.03",5,18,1127717.87,CHEQUE,INV-2025-7456,late delivery
PMT1457,17 Mar 2024,Nitco Glazed Ceramic Wall Tiles 300x450mm,Tiles,GVT,Somany World Showroom,box,null,Rs. 4424.28,0,5,4992326.58,Cheque,INV-2023-9486,Bulk order discount applied
PMT2167,-,Precision Heavy-Duty PVC Conduit Pipes 20mm,Electrical,,Legrand Authorised Dealer,meter,4848.32,5959.31,15%,28%,31435194.34,UPI,INV-2024-4795,Damaged packaging noted
PMT1756,15/09/2024,Birla White WallCare Putty 1.5mm,Finishing,,Birla Putty Depot,bag,4619.41,"2,362.07",0,18,12875416.34,cash,INV-2024-2663,
PMT1263,2023-09-10,Tata Tiscon TMT Bars Fe 500D 8mm,Steel,Fe 500,SRMB Steel Point,KG,2862,Rs. 7146.51,15,28%,-,,INV-2023-3337,
PMT1291,22 Dec 2023,Natural Granite Slabs 18MM,Stone,N/A,Marble Palace Traders,sqft,636,Rs. 7957.15,0%,12%,5668037.09,cash,INV-2023-3138,
PMT1298,11-05-2024,TATA WIRON ANNEALED BINDING WIRE 18 GAUGE,Steel,Fe 550D,JSW Steel Distributor,kg,603.91,6056.03,12.5,18,3776159.23,Bank Transfer,INV-2024-4971,Urgent site delivery
PMT1016,17 Jun 2023,  AIS Toughened Window Glass 8mm  ,Glass,,AIS Glass Traders,sqft,4786 sqft,"2,277.60",12.5,12,10682581.73,Cheque,INV-2024-2771,late delivery
PMT1990,05-20-2023,UltraTech Cement OPC 53 grd,Cement,OPC 43,UltraTech Dealer Hub,?,4362.42,7624.5,12.5,5%,30558793.0,Cheque,INV-2023-2723,
PMT1294,12-14-2024,Manufactured Sand (M-Sand) 4.75mm,Aggregate,,Krishna Sand & Aggregates,ton,4612,990.96,2,28%,5732993.75,,INV-2024-8033,Site B allocation
PMT1135,23 Feb 2023,Polycab FR Electrical Wires 2.5 sq mm,Electrical,N/A,Havells Electric Store,meter,3275.89,"1,260.16",7.5,18,4505870.86,,INV-2025-8480,late delivery
PMT1194,17-10-2025,JK Lakshmi Cement OPC 43 Grade,Cement,PPC,Regional Cement Traders,bag,486,6294.95,15,5,2730466.04,cash,INV-2024-8531,duplicate entry?
PMT1093,18 Nov 2024,Shree Cement PPC Grade,Cement,OPC 43,UltraTech Dealer Hub,bag,3603,8378.59,20,12%,,Bank Transfer,INV-2023-6600,Bulk order discount applied
PMT1262,25/05/2023,Tata Tiscon TMT Bars Fe 500D 16mm,Steel,,JSW Steel Distributor,kg,3240.62,3609.26,15%,5%,10438894.33,Cheque,,Damaged packaging noted
PMT1282,18/01/2023,Shree Cement PPC Grade,Cement,PPC,Ambuja Direct Depot,bag,1782,"4,778.15",12.5,18%,8791389.86,NEFT,INV-2023-3307,duplicate entry?
PMT2300,2023-02-10,BILTECH AAC BLOCKS 200MM,Masonry,,Siporex Depot,piece,530.96,5824.23,NIL,18%,2919256.9,NEFT,INV-2024-6300,late delivery
PMT1729,23 Oct 2023,SUPREME CPVC PIPES SDR 13.5 20MM,Plumbing,N/A,Finolex Pipes Distributor,meter,1248.29,4465.95,20%,18,null,UPI,INV-2023-7771,Approved by site engineer
PMT2347,09-30-2024,SUPREME CPVC PIPES SDR 13.5 20MM,Plumbing,Standard,Ashirvad Sales Corp,meter,3613,8471.66,2%,5,INR 31495742.7,UPI,INV-2025-9697,
PMT1097,29/10/2024,Schneider MCB B-Curve 32A,Electrical,N/A,Havells Electric Store,piece,2615.2,8927.58,5,28%,28390447.17,Cheque,INV-2024-7602,
PMT1643,02/11/2024,CENTURYDOORS SOLID CORE FLUSH DOORS 35MM,Wood,Standard,CenturyPly Distributor,piece,2474.6,2737.49,0,18%,7993547.45,cash,INV-2025-5186,Bulk order discount applied
PMT2022,14/06/2024,centurydoors solid core flush doors 35mm,Wood,,Greenply Depot,piece,2445,2341.5,10%,12%,5770767.24,CHEQUE,INV-2024-6980,
PMT1578,06-20-2023,Prince SWR PVC Pipes Type B 110mm,Plumbing,N/A,Ashirvad Sales Corp,meter,3751.46,Rs. 9169.28,15,12,32747074.17,NEFT,INV-2024-4061,Urgent site delivery
PMT2261,06-12-2025,Supreme SWR PVC Pipes Type A 75mm,Plumbing,,Finolex Pipes Distributor,meter,3195.24,7937.44,12.5%,18,26186291.62,,INV-2023-5177,
PMT1217,07-28-2025,Prince SWR PVC Pipes Type B 110mm,Plumbing,N/A,Astral Plumbing Store,meter,3589.54,"4,132.18",0,18%,17502497.97,UPI,INV-2024-1129,late delivery
PMT1218,02-25-2024,  Asian Paints Apex WeatherCoat Exterior Paint  ,Paint,,Berger Paints Store,LITER,3908.91,"6,892.56",5%,18,INR 30202426.71,N.A.,INV-2025-5238,Approved by site engineer
PMT1907,08-24-2023,KAJARIA DOUBLE CHARGED VITRIFIED TILES 600X600MM,Tiles,Vitrified,Kajaria Tile Gallery,box,NA,5634.23,15%,5,2838666.92,UPI,INV-2025-8524,Approved by site engineer
PMT1082,N/A,tata tiscon tmt bars fe 500d 10mm,Steel,,Kumar Steel Traders,kg,2844.06,,10,28%,567792.69,Cheque,INV-2024-2369,Damaged packaging noted
PMT1053,2025-01-18,Concrete Column Cover Blocks 40mm,,N/A,NIL,piece,1668.54,Rs. 5829.95,5,28,11828645.8,,INV-2023-7824,
PMT2036,null,legrand mcb b-curve 16a,Electrical,,N/A,,4693,"7,450.61",12.5,18%,36102098.39,cash,INV-2023-9253,Approved by site engineer
PMT1841,11-03-2025,acc cement opc 43 grade,Cement,,UltraTech Dealer Hub,bag,3540.07,5666.96,10%,12%,null,CHEQUE,INV-2023-1029,Urgent site delivery
PMT2156,03 Sep 2025,polycab fr electrical wires 2.5 sq mm,Electrical,,Havells Electric Store,METER,1374.45,5903.7,12.5%,12%,7952053.66,Cash,INV-2023-6303,Return pending
PMT1445,20-12-2024,legrand mcb b-curve 16a,Electrical,,Polycab Distributor,piece,4059,649.55,12.5,18,null,,INV-2024-1280,
PMT1389,12 Jul 2024,Natural Granite Slabs 18MM,Stone,,Marble Palace Traders,sqft,NIL,4274.98,0%,5%,4271205.19,,INV-2025-7524,Return pending
PMT1650,09-02-2023,Natural Granite Slabs 18mm,Stone,N/A,Marble Palace Traders,sqft,2996,9464.28,15,18,NA,,INV-2025-2234,Urgent site delivery
PMT1915,2023-02-09,greenlam interior flush doors 30mm is:2202,Wood,N/A,Greenply Depot,piece,null,5425.36,0%,18%,23871497.19,RTGS,INV-2023-2385,
PMT1343,2023-07-25,Concrete Column Cover Blocks 40MM,Masonry,Standard,Siporex Depot,piece,2197.85,2325.44,10%,12,5151856.05,RTGS,INV-2025-7565,duplicate entry?
PMT1925,01.03.2024,JSW Neosteel TMT Bars Fe 550D 25MM,Steel,Fe 500D,SRMB Steel Point,kg,3573,NA,2%,5,32682257.37,RTGS,INV-2024-7531,Bulk order discount applied
PMT1778,2024-12-12,AIS TOUGHENED WINDOW GLASS 8MM,Glass,N/A,AIS Glass Traders,sqft,4606.21,8301.33,0,18%,45120449.73,Cash,INV-2023-6574,duplicate entry?
PMT1289,14/06/2025,Biltech AAC Blocks 200mm,Masonry,,Bharat Bricks & Blocks,piece,523.54,Rs. 8809.77,0,12%,5165739.02,CHEQUE,INV-2023-6744,Approved by site engineer
PMT2265,12.06.2023,PVC Slab Cover Blocks 20mm,Masonry,Standard,NIL,PIECE,1298.85,Rs. 7431.56,15%,18,9681439.15,CHEQUE,INV-2023-8008,
PMT1593,06-08-2025,Finolex PVC Conduit Pipes 25mm,Electrical,,Havells Electric Store,METER,4172,7013.87,20,5%,24579967.14,cash,INV-2024-4403,Urgent site delivery
PMT1889,13/06/2024,supreme swr pvc pipes type a 75mm,Plumbing,Standard,Finolex Pipes Distributor,meter,4507,8187.3,15,18,37010861.58,,INV-2024-2929,
PMT1917,-,BERGER WEATHERCOAT ANTI-ALGAL EXTERIOR PAINT,Paint,N/A,Asian Paints Dealer,liter,1422.93,8138.29,5,18%,12981423.25,NEFT,INV-2024-6744,Damaged packaging noted
PMT1743,17-10-2023,Nerolac Beauty Acrylic Interior Paint,Paint,Standard,Asian Paints Dealer,liter,3950.6,1373.64,0,12,6077906.45,NEFT,INV-2024-4289,
PMT1712,2023-08-26,Shree Cement PPC Grade,Cement,,UltraTech Dealer Hub,-,4238,5285.3,15%,18%,22466298.7,,INV-2023-8145,Site B allocation
PMT1433,06.07.2024,Tata Tiscon TMT Bars Fe 500D 16mm,Steel,Fe 550D,kumar steel traders,KG,3993.56,1184.48,0,5,4966806.55,CHEQUE,INV-2025-5376,Urgent site delivery
PMT1130,12-24-2024,CenturyDoors Solid Core Flush Doors 35MM,Wood,Standard,Greenply Depot,piece,3370.12,8497.59,2%,12,31432956.86,,INV-2024-3555,Urgent site delivery
PMT1159,23/09/2024,NITCO GLAZED CERAMIC WALL TILES 300X450MM,Tiles,Vitrified,Kajaria Tile Gallery,box,2262.27,null,15%,28,18195134.28,Bank Transfer,INV-2025-3174,
PMT2317,10 Jan 2024,kajaria double charged vitrified tiles 600x600mm,Tiles,Vitrified,Orientbell Depot,NIL,536.45,3678.64,7.5%,5%,1916670.99,cash,INV-2024-5387,duplicate entry?
PMT2327,12-19-2023,Ambuja Cement OPC 53 Grade,Cement,OPC 53,Ambuja Direct Depot,bag,2784.66,Rs. 1966.37,0%,28%,7008860.01,Bank Transfer,INV-2025-8247,Return pending
PMT1893,09/08/2024,AIS Toughened Window Glass 8mm,Glass,,AIS Glass Traders,sqft,354.18,2291.33,0,18,957621.05,Cash,INV-2023-3138,Damaged packaging noted
PMT2211,09.22.2024,Plastering Sand (P-Sand) 2.36mm,Aggregate,Standard,Krishna Sand & Aggregates,ton,4936.19,Rs. 5252.62,7.5,5,25182502.32,RTGS,INV-2023-5051,duplicate entry?
PMT2375,09-25-2023,  Gyproc by Saint-Gobain Gypsum Boards 12.5mm  ,Finishing,N/A,JK Wall Solutions,board,3141.63,Rs. 5236.82,5%,,20005815.39,N.A.,INV-2024-1713,Approved by site engineer
PMT1825,14.09.2025,Precision Heavy-Duty PVC Conduit Pipes 20MM,Electrical,Standard,Polycab Distributor,meter,2780,5503.56,5%,18,NA,cash,INV-2024-3162,
PMT1719,10-16-2025,Coarse Aggregate 20mm Blue Metal,Aggregate,Standard,GreenBuild Materials,ton,2927,6832.1,?,18,21237405.22,,INV-2025-6014,duplicate entry?
PMT1376,2025-01-12,Asian Paints Royale Luxury Interior Emulsion,Paint,N/A,Nerolac Colour Shop,liter,3192.11,4831.71,0%,28%,19741887.75,Bank Transfer,INV-2025-8993,Approved by site engineer
PMT1921,2023-01-29,Greenply BWR Commercial Plywood 12mm,Wood,N/A,CenturyPly Distributor,sheet,4214 sheet,6004.91,10,12%,25507128.27,Cash,INV-2025-9435,Return pending
PMT2061,12/10/2023,Dalmia Cemnt PPC Grade,,PPC,Ambuja Direct Depot,bag,219,2766.92,NIL,5%,572627.93,CHEQUE,INV-2025-9798,late delivery
PMT2195,04 Mar 2024,Orientbell Ceramic Bathroom Tiles 300x600mm,Tiles,,Kajaria Tile Gallery,box,2719,44.53,2,12%,132894.19,RTGS,INV-2024-6130,
PMT2254,N/A,Shree Cement PPC Grade,Cement,OPC 43,UltraTech Dealer Hub,bag,1869.56,6524.53,0,NA,12807900.32,CHEQUE,INV-2024-5982,
PMT1968,2025-12-24,tata tiscon tmt bars fe 500d 12mm,Steel,Fe 500,SRMB Steel Point,KG,4543.29,9193.67,12.5%,28,46781850.05,N.A.,INV-2025-3463,
PMT2332,10-12-2025,Havells FR Electrical Wires 1.0 sq mm,Electrical,N/A,Polycab Distributor,meter,2073.2,NIL,2%,12%,2626842.85,CHEQUE,INV-2025-3625,
PMT2275,11 Jul 2024,AIS Toughened Window Glass 8mm,Glass,Standard,Saint-Gobain Glass Depot,null,377.72,Rs. 4218.09,N/A,5,1672919.8,cash,INV-2024-4913,Damaged packaging noted
PMT1818,10 Nov 2025,CENTURYPLY MARINE PLYWOOD IS:710 19MM,Wood,N/A,CenturyPly Distributor,sheet,3019,N/A,12.5%,5%,5096130.49,UPI,INV-2023-1425,Urgent site delivery
PMT1955,02-18-2023,Coarse Aggregate 20mm Blue Metal,Aggregate,,Local Quarry Suppliers,ton,655,"3,461.08",20%,5%,1904286.22,CHEQUE,INV-2025-3560,late delivery
PMT2153,11 May 2025,UltraTech Cement OPC 53 grd,Cement,OPC 43,Regional Cement Traders,bag,2943.42,7888.27,2,28%,29125275.97,CHEQUE,INV-2025-3423,Bulk order discount applied
PMT1626,03-18-2025,Red Clay Bricks Class 7.5,Masonry,N/A,Siporex Depot,PIECE,1504,3593.19,2,28%,6778975.49,N.A.,INV-2024-9256,
PMT1108,2025-06-16,Somany GVT Vitrified Floor Tiles 800x800mm,Tiles,GVT,orientbell depot,box,4193.49,451.05,15,12,1800682.93,,INV-2023-8091,
PMT1875,28 May 2023,Prince SWR PVC Pipes Type B 110mm,Plumbing,Standard,Astral Plumbing Store,meter,2446.58,6528.43,NIL,5%,16435523.73,NEFT,INV-2023-9209,Damaged packaging noted
PMT1259,03 Jul 2023,Natural Italian Marble Slabs 20mm,Stone,N/A,Marble Palace Traders,sqft,62,5581.28,0,28,442930.38,UPI,INV-2023-9806,
PMT2352,07-28-2024,prince swr pvc pipes type b 110mm,Plumbing,N/A,Finolex Pipes Distributor,meter,2689.09,Rs. 2059.31,,28%,7088217.51,NEFT,INV-2023-6478,Bulk order discount applied
